t,type,info,b0,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,b11,b12,b13,b14,b15,b16,b17,b18,b19,b20,b21,b22,b23,b24,b25,b26,b27,b28,b29,b30,b31
17.16,hid,"18,20,22,24,26,28",4,90,165,239,0,0,0,0,0,0,0,0,0,48,0,0,88,193,245,255,17,0,11,0,136,0,152,11,197,12,0,0
17.16,hid,"18,20,22,24,26,28",4,90,165,239,0,0,0,0,0,0,0,0,0,48,0,0,88,193,248,255,18,0,10,0,133,0,145,11,200,12,0,0
17.191,hid,"18,19,20,22,24,26,28",4,90,165,239,0,0,0,0,0,0,0,0,0,48,0,0,88,193,8,0,10,0,3,0,126,0,141,11,203,12,0,0
17.206,hid,"18,20,22,24,26,28",4,90,165,239,0,0,0,0,0,0,0,0,0,48,0,0,88,193,5,0,3,0,1,0,145,0,168,11,174,12,0,0
17.237,hid,"18,20,21,22,23,24,26,28",4,90,165,239,0,0,0,0,0,0,0,0,0,48,0,0,88,193,3,0,254,255,250,255,141,0,160,11,173,12,0,0
17.252,hid,"18,19,20,22,24,26,28",4,90,165,239,0,0,0,0,0,0,0,0,0,48,0,0,88,193,250,255,251,255,248,255,143,0,181,11,154,12,0,0
17.268,hid,"18,20,22,24,26,28",4,90,165,239,0,0,0,0,0,0,0,0,0,48,0,0,88,193,249,255,250,255,246,255,130,0,167,11,168,12,0,0
17.298,hid,"18,19,20,22,24,26,28",4,90,165,239,0,0,0,0,0,0,0,0,0,48,0,0,88,193,0,0,246,255,241,255,117,0,163,11,188,12,0,0
17.313,hid,"18,20,22,24,26,28",4,90,165,239,0,0,0,0,0,0,0,0,0,48,0,0,88,193,3,0,245,255,242,255,114,0,159,11,186,12,0,0
17.329,hid,"18,20,24,26,28",4,90,165,239,0,0,0,0,0,0,0,0,0,48,0,0,88,193,9,0,251,255,242,255,129,0,157,11,173,12,0,0
17.36,hid,"18,20,22,24,26,28",4,90,165,239,0,0,0,0,0,0,0,0,0,48,0,0,88,193,10,0,248,255,248,255,121,0,167,11,170,12,0,0
17.392,hid,"18,20,22,24,26,28",4,90,165,239,0,0,0,0,0,0,0,0,0,48,0,0,88,193,6,0,249,255,254,255,115,0,183,11,157,12,0,0
17.407,hid,"18,20,22,23,24,26,28",4,90,165,239,0,0,0,0,0,0,0,0,0,48,0,0,88,193,3,0,253,255,1,0,107,0,188,11,152,12,0,0
17.439,hid,"18,19,20,21,24,26,28",4,90,165,239,0,0,0,0,0,0,0,0,0,48,0,0,88,193,249,255,3,0,1,0,104,0,198,11,148,12,0,0
17.456,hid,"18,20,22,24,26,28",4,90,165,239,0,0,0,0,0,0,0,0,0,48,0,0,88,193,241,255,5,0,5,0,107,0,202,11,147,12,0,0
17.472,hid,"18,20,24,26,28",4,90,165,239,0,0,0,0,0,0,0,0,0,48,0,0,88,193,237,255,11,0,5,0,121,0,182,11,160,12,0,0
17.488,hid,"18,20,22,24,26,28",4,90,165,239,0,0,0,0,0,0,0,0,0,48,0,0,88,193,235,255,15,0,8,0,132,0,172,11,165,12,0,0
17.519,hid,"16,18,20,22,24,26,28",4,90,165,239,0,0,0,0,0,0,0,0,0,48,0,0,86,193,245,255,12,0,9,0,130,0,153,11,196,12,0,0
17.519,log,sig#7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.534,hid,"18,19,20,22,24,26,28",4,90,165,239,0,0,0,0,0,0,0,0,0,48,0,0,86,193,0,0,13,0,6,0,152,0,152,11,203,12,0,0
17.55,hid,"18,20,22,24,26,28",4,90,165,239,0,0,0,0,0,0,0,0,0,48,0,0,86,193,16,0,12,0,1,0,142,0,141,11,217,12,0,0
17.565,hid,"18,20,22,23,24,26,28",4,90,165,239,0,0,0,0,0,0,0,0,0,48,0,0,86,193,22,0,5,0,250,255,124,0,156,11,173,12,0,0
17.596,hid,"16,17,18,20,22,24,26",4,90,165,239,0,0,0,0,0,0,0,0,0,48,0,0,88,202,5,0,3,0,255,255,131,0,166,11,173,12,0,0
17.612,hid,"16,17,18,20,22,24,26,28",4,90,165,239,0,0,0,0,0,0,0,0,0,48,0,0,159,198,45,0,9,0,243,255,135,0,177,11,228,12,0,0
17.612,log,sig#8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.628,hid,"16,18,20,21,22,24,26,28",4,90,165,239,0,0,0,0,0,0,0,0,0,48,0,0,210,198,1,0,238,255,235,255,148,0,160,11,115,12,0,0
17.659,hid,"16,17,18,20,22,24,26,28",4,90,165,239,0,0,0,0,0,0,0,0,0,48,0,0,230,196,14,0,248,255,246,255,100,0,167,11,225,12,0,0
17.675,hid,"16,17,18,20,22,24,26,28",4,90,165,239,0,0,0,0,0,0,0,0,0,48,0,0,236,195,10,0,247,255,244,255,128,0,187,11,148,12,0,0
17.691,hid,"17,18,19,20,22,24,26,28",4,90,165,239,0,0,0,0,0,0,0,0,0,48,0,0,236,208,245,255,251,255,243,255,113,0,208,11,145,12,0,0
17.706,hid,"17,18,19,20,22,24,28",4,90,165,239,0,0,0,0,0,0,0,0,0,48,0,0,236,255,34,0,249,255,255,255,129,0,208,11,241,12,0,0
17.737,hid,"8,9,10,11,16,18,19,20,22,24,26,28",4,90,165,239,0,0,0,0,224,255,212,255,0,48,0,0,197,255,239,255,241,255,240,255,163,0,169,11,121,12,0,0
17.753,hid,"16,18,19,20,22,24,26,28",4,90,165,239,0,0,0,0,224,255,212,255,0,48,0,0,175,255,28,0,244,255,244,255,155,0,179,11,238,12,0,0
17.768,hid,"16,18,22,24,26,28",4,90,165,239,0,0,0,0,224,255,212,255,0,48,0,0,148,255,3,0,244,255,249,255,82,0,227,11,106,12,0,0
17.8,hid,"16,18,19,20,22,24,26,28",4,90,165,239,0,0,0,0,224,255,212,255,0,48,0,0,88,255,229,255,254,255,252,255,96,0,202,11,153,12,0,0
17.801,hid,"16,18,20,22,24,26,28",4,90,165,239,0,0,0,0,224,255,212,255,0,48,0,0,84,255,230,255,255,255,254,255,94,0,200,11,157,12,0,0
17.832,hid,"4,5,6,7,16,18,20,22,23,24,26,28",4,90,165,239,192,255,180,255,224,255,212,255,0,48,0,0,40,255,205,255,254,255,13,0,128,0,195,11,138,12,0,0
17.849,hid,"16,17,18,20,21,22,24,26,28",4,90,165,239,192,255,180,255,224,255,212,255,0,48,0,0,19,217,186,255,1,0,17,0,109,0,209,11,139,12,0,0
17.879,hid,"6,7,8,9,10,13,16,17,18,20,22,24,26,28",4,90,165,239,192,255,4,0,8,0,244,255,0,32,0,0,0,116,181,255,0,0,26,0,146,0,138,11,211,12,0,0
17.894,hid,"17,18,20,21,22,24,26,28,29",4,90,165,239,192,255,4,0,8,0,244,255,0,32,0,0,0,69,215,255,247,255,24,0,142,0,112,11,0,13,0,0
17.91,hid,"17,18,19,20,22,24,26,28,29",4,90,165,239,192,255,4,0,8,0,244,255,0,32,0,0,0,21,0,0,249,255,18,0,141,0,97,11,252,12,0,0
17.926,hid,"13,17,18,20,24,26,28",4,90,165,239,192,255,4,0,8,0,244,255,0,0,0,0,0,0,19,0,243,255,18,0,132,0,114,11,241,12,0,0
17.957,hid,"18,20,22,24,26,28",4,90,165,239,192,255,4,0,8,0,244,255,0,0,0,0,0,0,57,0,231,255,10,0,130,0,101,11,191,12,0,0
17.973,hid,"18,20,22,23,24,26,28",4,90,165,239,192,255,4,0,8,0,244,255,0,0,0,0,0,0,40,0,234,255,251,255,166,0,146,11,117,12,0,0
17.989,hid,"18,20,22,23,24,26,28",4,90,165,239,192,255,4,0,8,0,244,255,0,0,0,0,0,0,36,0,240,255,1,0,127,0,170,11,174,12,0,0
18.02,hid,"4,6,7,18,20,22,23,26,28",4,90,165,239,248,255,252,255,8,0,244,255,0,0,0,0,0,0,62,0,226,255,247,255,127,0,141,11,211,12,0,0
18.02,hid,"18,20,22,24,26,28",4,90,165,239,248,255,252,255,8,0,244,255,0,0,0,0,0,0,67,0,224,255,245,255,138,0,145,11,203,12,0,0
18.053,hid,"18,20,22,24,26,28",4,90,165,239,248,255,252,255,8,0,244,255,0,0,0,0,0,0,65,0,230,255,241,255,163,0,189,11,124,12,0,0
18.069,hid,"4,5,6,18,20,22,24,26,28",4,90,165,239,60,0,244,255,8,0,244,255,0,0,0,0,0,0,46,0,235,255,244,255,166,0,203,11,116,12,0,0
18.1,hid,"8,9,10,11,18,20,21,22,24,26,28",4,90,165,239,60,0,244,255,196,253,132,253,0,0,0,0,0,0,24,0,3,0,247,255,145,0,213,11,107,12,0,0
18.101,hid,"8,9,10,11",4,90,165,239,60,0,244,255,164,252,120,252,0,0,0,0,0,0,24,0,3,0,247,255,145,0,213,11,107,12,0,0
18.131,hid,"8,9,10,11,18,19,20,22,23,24,26,28",4,90,165,239,60,0,244,255,64,235,4,245,0,0,0,0,0,0,221,255,26,0,0,0,122,0,239,11,79,12,0,0
18.147,hid,"8,9,10,18,20,22,24,26,28",4,90,165,239,60,0,244,255,212,220,124,245,0,0,0,0,0,0,200,255,35,0,2,0,130,0,231,11,89,12,0,0
18.178,hid,"4,6,8,9,10,11,18,20,22,24,26,28",4,90,165,239,8,0,240,255,4,180,232,248,0,0,0,0,0,0,172,255,52,0,5,0,105,0,219,11,111,12,0,0
18.193,hid,"8,9,10,11,18,20,24,26,28",4,90,165,239,8,0,240,255,28,160,20,251,0,0,0,0,0,0,165,255,68,0,5,0,121,0,197,11,127,12,0,0
18.209,hid,"8,9,10,11,18,20,22,24,26,28",4,90,165,239,8,0,240,255,8,142,136,252,0,0,0,0,0,0,153,255,73,0,10,0,96,0,200,11,151,12,0,0
18.241,hid,"8,9,10,11,18,20,22,24,26,28",4,90,165,239,8,0,240,255,0,128,84,254,0,0,0,0,0,0,160,255,71,0,22,0,114,0,161,11,218,12,0,0
18.272,hid,"10,11,18,20,22,24,26,28",4,90,165,239,8,0,240,255,0,128,120,1,0,0,0,0,0,0,176,255,39,0,32,0,113,0,160,11,224,12,0,0
18.287,hid,"10,11,18,20,22,24,26,28,29",4,90,165,239,8,0,240,255,0,128,32,4,0,0,0,0,0,0,210,255,32,0,24,0,190,0,65,11,13,13,0,0
18.318,hid,"10,11,18,20,22,24,26,28,29",4,90,165,239,8,0,240,255,0,128,240,8,0,0,0,0,0,0,229,255,23,0,28,0,128,0,119,11,208,12,0,0
18.333,hid,"10,11,18,20,22,24,26",4,90,165,239,8,0,240,255,0,128,104,11,0,0,0,0,0,0,227,255,20,0,22,0,147,0,106,11,208,12,0,0
18.349,hid,"10,11,18,20,22,24,26,28",4,90,165,239,8,0,240,255,0,128,28,14,0,0,0,0,0,0,235,255,17,0,15,0,128,0,103,11,220,12,0,0
18.38,hid,"11,18,20,22,24,26,28",4,90,165,239,8,0,240,255,0,128,28,20,0,0,0,0,0,0,243,255,1,0,4,0,107,0,125,11,206,12,0,0
18.38,hid,10,4,90,165,239,8,0,240,255,0,128,196,20,0,0,0,0,0,0,243,255,1,0,4,0,107,0,125,11,206,12,0,0
18.411,hid,"10,11,18,20,21,22,23,24,26,28",4,90,165,239,8,0,240,255,0,128,204,27,0,0,0,0,0,0,229,255,249,255,251,255,113,0,126,11,191,12,0,0
18.427,hid,"10,11,18,20,22,24,26,28",4,90,165,239,8,0,240,255,0,128,96,34,0,0,0,0,0,0,247,255,247,255,245,255,104,0,105,11,250,12,0,0
18.459,hid,"10,11,18,19,20,22,24,26,28",4,90,165,239,8,0,240,255,0,128,220,48,0,0,0,0,0,0,23,0,248,255,242,255,106,0,140,11,207,12,0,0
18.475,hid,"10,11,18,20,22,24,26,28",4,90,165,239,8,0,240,255,0,128,144,54,0,0,0,0,0,0,21,0,247,255,243,255,112,0,147,11,193,12,0,0
18.49,hid,"10,11,18,20,22,24,26,28",4,90,165,239,8,0,240,255,0,128,92,58,0,0,0,0,0,0,23,0,253,255,241,255,116,0,142,11,194,12,0,0
18.506,hid,"10,11,18,20,22,24,26,28",4,90,165,239,8,0,240,255,0,128,0,63,0,0,0,0,0,0,11,0,254,255,246,255,98,0,167,11,160,12,0,0
18.537,hid,"8,9,10,11,18,19,20,21,22,24,26,28",4,90,165,239,8,0,240,255,72,130,180,73,0,0,0,0,0,0,248,255,6,0,251,255,110,0,179,11,169,12,0,0
18.552,hid,"8,9,10,11,18,20,24,26,28",4,90,165,239,8,0,240,255,116,132,168,77,0,0,0,0,0,0,239,255,7,0,251,255,102,0,157,11,164,12,0,0
18.568,hid,"8,9,10,11,18,20,22,24,26,28",4,90,165,239,8,0,240,255,148,135,12,83,0,0,0,0,0,0,240,255,9,0,249,255,111,0,152,11,186,12,0,0
18.599,hid,"8,9,10,11,18,20,22,24,26,28",4,90,165,239,8,0,240,255,176,138,248,87,0,0,0,0,0,0,242,255,13,0,255,255,109,0,146,11,212,12,0,0
18.615,hid,"18,19,20,21,24,26,28,29",4,90,165,239,8,0,240,255,176,138,248,87,0,0,0,0,0,0,40,0,253,255,255,255,136,0,73,11,85,13,0,0
18.63,hid,"8,9,11,18,20,22,23,24,26,28",4,90,165,239,8,0,240,255,84,145,248,79,0,0,0,0,0,0,107,0,239,255,8,0,106,0,97,11,69,13,0,0
18.646,hid,"8,9,10,11,18,20,22,24,26,28,29",4,90,165,239,8,0,240,255,176,174,140,41,0,0,0,0,0,0,75,0,248,255,10,0,122,0,191,11,41,12,0,0
18.676,hid,"8,9,10,11,18,19,20,21,22,24,26,28",4,90,165,239,8,0,240,255,204,254,36,1,0,0,0,0,0,0,208,255,0,0,2,0,210,0,139,11,159,12,0,0
18.692,hid,"8,9,10,11,18,20,21,22,24,26,28",4,90,165,239,8,0,240,255,52,0,224,255,0,0,0,0,0,0,213,255,255,255,21,0,100,0,148,11,203,12,0,0
18.708,hid,"18,20,22,24,26,28,29",4,90,165,239,8,0,240,255,52,0,224,255,0,0,0,0,0,0,245,255,241,255,11,0,70,0,86,11,15,13,0,0
18.738,hid,"8,10,11,18,19,20,22,24,26,28,29",4,90,165,239,8,0,240,255,8,0,4,0,0,0,0,0,0,0,46,0,222,255,4,0,116,0,127,11,248,12,0,0
18.754,hid,"18,20,22,23,24,26,28",4,90,165,239,8,0,240,255,8,0,4,0,0,0,0,0,0,0,49,0,226,255,249,255,134,0,97,11,161,12,0,0
18.769,hid,"18,20,22,24,26,28",4,90,165,239,8,0,240,255,8,0,4,0,0,0,0,0,0,0,42,0,228,255,245,255,117,0,134,11,163,12,0,0
18.8,hid,"18,20,22,24,26,28",4,90,165,239,8,0,240,255,8,0,4,0,0,0,0,0,0,0,65,0,227,255,236,255,122,0,120,11,228,12,0,0
18.832,hid,"18,20,22,24,26,28",4,90,165,239,8,0,240,255,8,0,4,0,0,0,0,0,0,0,78,0,218,255,235,255,139,0,158,11,181,12,0,0
18.847,hid,"18,20,22,24,26,28",4,90,165,239,8,0,240,255,8,0,4,0,0,0,0,0,0,0,91,0,211,255,234,255,121,0,159,11,219,12,0,0
18.879,hid,"18,20,22,24,26,28",4,90,165,239,8,0,240,255,8,0,4,0,0,0,0,0,0,0,72,0,224,255,239,255,163,0,212,11,93,12,0,0
18.894,hid,"18,20,22,24,26,28",4,90,165,239,8,0,240,255,8,0,4,0,0,0,0,0,0,0,54,0,236,255,243,255,151,0,218,11,92,12,0,0
18.911,hid,"18,20,22,24,26,28",4,90,165,239,8,0,240,255,8,0,4,0,0,0,0,0,0,0,14,0,254,255,248,255,120,0,232,11,75,12,0,0
18.926,hid,"18,19,20,21,22,24,28",4,90,165,239,8,0,240,255,8,0,4,0,0,0,0,0,0,0,255,255,3,0,254,255,92,0,232,11,111,12,0,0
18.957,hid,"18,19,20,22,24,26,28",4,90,165,239,8,0,240,255,8,0,4,0,0,0,0,0,0,0,7,0,7,0,253,255,123,0,184,11,166,12,0,0
18.972,hid,"18,20,24,26,28",4,90,165,239,8,0,240,255,8,0,4,0,0,0,0,0,0,0,3,0,11,0,253,255,145,0,212,11,136,12,0,0
18.988,hid,"18,19,20,22,23,24,26,28",4,90,165,239,8,0,240,255,8,0,4,0,0,0,0,0,0,0,224,255,22,0,9,0,140,0,233,11,90,12,0,0
19.019,hid,"18,20,22,24,26,28",4,90,165,239,8,0,240,255,8,0,4,0,0,0,0,0,0,0,216,255,29,0,15,0,120,0,164,11,192,12,0,0
19.035,hid,"18,20,22,24,26,28",4,90,165,239,8,0,240,255,8,0,4,0,0,0,0,0,0,0,240,255,23,0,13,0,136,0,149,11,239,12,0,0
19.05,hid,"18,20,22,24,26,28",4,90,165,239,8,0,240,255,8,0,4,0,0,0,0,0,0,0,248,255,21,0,12,0,148,0,139,11,193,12,0,0
19.065,hid,"18,20,22,24,26,28",4,90,165,239,8,0,240,255,8,0,4,0,0,0,0,0,0,0,234,255,19,0,7,0,142,0,179,11,149,12,0,0
19.097,hid,"18,20,22,23,24,26,28",4,90,165,239,8,0,240,255,8,0,4,0,0,0,0,0,0,0,230,255,8,0,253,255,135,0,153,11,195,12,0,0
19.112,hid,"18,20,21,22,24,26,28",4,90,165,239,8,0,240,255,8,0,4,0,0,0,0,0,0,0,243,255,252,255,251,255,142,0,144,11,185,12,0,0
19.128,hid,"18,22,24,26,28",4,90,165,239,8,0,240,255,8,0,4,0,0,0,0,0,0,0,238,255,252,255,253,255,136,0,171,11,156,12,0,0
19.159,hid,"18,20,22,24,26,28",4,90,165,239,8,0,240,255,8,0,4,0,0,0,0,0,0,0,241,255,248,255,243,255,124,0,129,11,189,12,0,0
19.175,hid,"18,20,22,24,26,28",4,90,165,239,8,0,240,255,8,0,4,0,0,0,0,0,0,0,249,255,245,255,240,255,110,0,139,11,196,12,0,0
19.191,hid,"18,20,22,24,26,28",4,90,165,239,8,0,240,255,8,0,4,0,0,0,0,0,0,0,244,255,248,255,239,255,129,0,161,11,167,12,0,0
19.207,hid,"18,20,24,26,28",4,90,165,239,8,0,240,255,8,0,4,0,0,0,0,0,0,0,234,255,249,255,239,255,135,0,184,11,140,12,0,0
19.238,hid,"18,20,22,24,26,28",4,90,165,239,8,0,240,255,8,0,4,0,0,0,0,0,0,0,254,255,237,255,248,255,117,0,142,11,230,12,0,0
19.254,hid,"18,19,20,22,24,26,28",4,90,165,239,8,0,240,255,8,0,4,0,0,0,0,0,0,0,14,0,244,255,244,255,131,0,146,11,181,12,0,0
19.269,hid,"18,20,22,24,26,28",4,90,165,239,8,0,240,255,8,0,4,0,0,0,0,0,0,0,0,0,248,255,245,255,122,0,196,11,128,12,0,0
19.3,hid,"18,19,20,21,22,24,26,28",4,90,165,239,8,0,240,255,8,0,4,0,0,0,0,0,0,0,234,255,2,0,241,255,117,0,190,11,147,12,0,0
19.331,hid,"13,16,17,18,20,22,24,26,28",4,90,165,239,8,0,240,255,8,0,4,0,0,48,0,0,18,53,246,255,27,0,255,255,106,0,154,11,161,12,0,0
19.346,hid,"16,17,18,19,20,22,23,24,26,28",4,90,165,239,8,0,240,255,8,0,4,0,0,48,0,0,96,95,14,0,24,0,1,0,109,0,139,11,214,12,0,0
19.378,hid,"16,17,18,20,22,24,26,28",4,90,165,239,8,0,240,255,8,0,4,0,0,48,0,0,247,214,52,0,27,0,3,0,99,0,163,11,192,12,0,0
19.378,log,sig#9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.393,hid,"16,17,18,20,22,24,26,28",4,90,165,239,8,0,240,255,8,0,4,0,0,48,0,0,255,255,36,0,25,0,12,0,112,0,218,11,125,12,0,0
19.408,hid,"18,19,20,22,24,26,28",4,90,165,239,8,0,240,255,8,0,4,0,0,48,0,0,255,255,252,255,26,0,26,0,163,0,221,11,95,12,0,0
19.44,hid,"8,9,10,11,18,20,22,24,26,28",4,90,165,239,8,0,240,255,236,255,212,255,0,48,0,0,255,255,201,255,14,0,13,0,151,0,184,11,216,12,0,0
19.471,hid,"18,20,22,23,24,26,28",4,90,165,239,8,0,240,255,236,255,212,255,0,48,0,0,255,255,222,255,4,0,250,255,122,0,115,11,224,12,0,0
19.471,log,sig#10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.487,hid,"18,20,22,24,26,28",4,90,165,239,8,0,240,255,236,255,212,255,0,48,0,0,255,255,234,255,0,0,248,255,115,0,140,11,221,12,0,0
19.519,hid,"18,19,20,21,22,24,26,28",4,90,165,239,8,0,240,255,236,255,212,255,0,48,0,0,255,255,11,0,245,255,251,255,130,0,113,11,208,12,0,0
19.535,hid,"18,20,22,24,26,28",4,90,165,239,8,0,240,255,236,255,212,255,0,48,0,0,255,255,37,0,246,255,245,255,114,0,131,11,225,12,0,0
19.551,hid,"18,20,22,24,26,28",4,90,165,239,8,0,240,255,236,255,212,255,0,48,0,0,255,255,56,0,241,255,235,255,126,0,126,11,217,12,0,0
19.566,hid,"18,20,22,24,26,28",4,90,165,239,8,0,240,255,236,255,212,255,0,48,0,0,255,255,57,0,240,255,237,255,103,0,124,11,182,12,0,0
19.598,hid,"8,9,10,11,18,20,22,24,26,28",4,90,165,239,8,0,240,255,4,0,4,0,0,48,0,0,255,255,58,0,235,255,236,255,111,0,207,11,132,12,0,0
19.613,hid,"18,20,22,24,26,28",4,90,165,239,8,0,240,255,4,0,4,0,0,48,0,0,255,255,37,0,229,255,222,255,129,0,185,11,138,12,0,0
19.629,hid,"18,20,22,24,26,28",4,90,165,239,8,0,240,255,4,0,4,0,0,48,0,0,255,255,55,0,233,255,219,255,151,0,194,11,175,12,0,0
19.66,hid,"18,20,22,24,26,28",4,90,165,239,8,0,240,255,4,0,4,0,0,48,0,0,255,255,29,0,245,255,239,255,109,0,229,11,91,12,0,0
19.691,hid,"18,19,20,21,22,24,26,28",4,90,165,239,8,0,240,255,4,0,4,0,0,48,0,0,255,255,243,255,6,0,251,255,117,0,196,11,131,12,0,0
19.707,hid,"18,20,22,24,26,28",4,90,165,239,8,0,240,255,4,0,4,0,0,48,0,0,255,255,248,255,9,0,253,255,121,0,191,11,159,12,0,0
19.739,hid,"18,20,22,23,24,26,28",4,90,165,239,8,0,240,255,4,0,4,0,0,48,0,0,255,255,221,255,14,0,10,0,124,0,199,11,132,12,0,0
19.754,hid,"18,20,22,24,26,28",4,90,165,239,8,0,240,255,4,0,4,0,0,48,0,0,255,255,216,255,24,0,14,0,132,0,190,11,150,12,0,0
19.77,hid,"16,18,20,22,24,26,28",4,90,165,239,8,0,240,255,4,0,4,0,0,48,0,0,251,255,221,255,21,0,20,0,121,0,178,11,183,12,0,0
19.786,hid,"16,18,20,22,24,26",4,90,165,239,8,0,240,255,4,0,4,0,0,48,0,0,245,255,222,255,19,0,19,0,125,0,172,11,183,12,0,0
19.817,hid,"16,18,20,22,24,26,28",4,90,165,239,8,0,240,255,4,0,4,0,0,48,0,0,231,255,229,255,11,0,18,0,127,0,155,11,169,12,0,0
19.833,hid,"16,18,20,22,24,26,28",4,90,165,239,8,0,240,255,4,0,4,0,0,48,0,0,224,255,231,255,8,0,9,0,126,0,153,11,188,12,0,0
19.849,hid,"16,18,20,22,26,28",4,90,165,239,8,0,240,255,4,0,4,0,0,48,0,0,216,255,232,255,2,0,5,0,126,0,141,11,178,12,0,0
19.88,hid,"16,18,19,20,21,22,24,26,28",4,90,165,239,8,0,240,255,4,0,4,0,0,48,0,0,198,255,1,0,245,255,0,0,132,0,151,11,206,12,0,0
19.911,hid,"16,18,20,22,23,24,26,28",4,90,165,239,8,0,240,255,4,0,4,0,0,48,0,0,185,255,33,0,241,255,239,255,125,0,140,11,209,12,0,0
19.926,hid,"16,18,20,22,26,28",4,90,165,239,8,0,240,255,4,0,4,0,0,48,0,0,181,255,36,0,237,255,238,255,125,0,159,11,182,12,0,0
19.958,hid,"16,18,22,24,26,28",4,90,165,239,8,0,240,255,4,0,4,0,0,48,0,0,170,255,34,0,237,255,237,255,131,0,185,11,159,12,0,0
19.973,hid,"16,18,20,22,24,26,28",4,90,165,239,8,0,240,255,4,0,4,0,0,48,0,0,159,255,22,0,242,255,241,255,111,0,199,11,136,12,0,0
19.988,hid,"16,18,20,22,24,26,28",4,90,165,239,8,0,240,255,4,0,4,0,0,48,0,0,154,255,15,0,247,255,246,255,117,0,201,11,141,12,0,0
20.019,hid,"16,18,19,20,21,22,26,28",4,90,165,239,8,0,240,255,4,0,4,0,0,48,0,0,143,255,253,255,2,0,251,255,117,0,218,11,130,12,0,0
20.035,hid,"16,18,20,22,23,24,26,28",4,90,165,239,8,0,240,255,4,0,4,0,0,48,0,0,134,255,244,255,5,0,1,0,126,0,197,11,140,12,0,0
20.05,hid,"16,18,20,22,24,26",4,90,165,239,8,0,240,255,4,0,4,0,0,48,0,0,121,255,238,255,10,0,3,0,118,0,213,11,140,12,0,0
20.066,hid,"16,18,20,22,24,26,28",4,90,165,239,8,0,240,255,4,0,4,0,0,48,0,0,112,255,222,255,13,0,9,0,117,0,200,11,135,12,0,0
20.097,hid,"16,18,20,22,24,26,28",4,90,165,239,8,0,240,255,4,0,4,0,0,48,0,0,94,255,213,255,18,0,17,0,136,0,194,11,143,12,0,0
20.112,hid,"16,18,20,22,24,26,28",4,90,165,239,8,0,240,255,4,0,4,0,0,48,0,0,85,255,209,255,20,0,19,0,129,0,193,11,146,12,0,0
20.128,hid,"16,18,20,22,24,26,28",4,90,165,239,8,0,240,255,4,0,4,0,0,48,0,0,80,255,207,255,17,0,16,0,141,0,157,11,184,12,0,0
20.16,hid,"16,17,18,20,22,24,26,28",4,90,165,239,8,0,240,255,4,0,4,0,0,48,0,0,68,246,213,255,8,0,13,0,110,0,135,11,211,12,0,0
20.16,hid,"16,17",4,90,165,239,8,0,240,255,4,0,4,0,0,48,0,0,65,244,213,255,8,0,13,0,110,0,135,11,211,12,0,0
20.191,hid,"16,17,18,20,22,24,26,28",4,90,165,239,8,0,240,255,4,0,4,0,0,48,0,0,61,236,233,255,3,0,1,0,137,0,124,11,196,12,0,0
20.206,hid,"16,17,18,20,21,22,23,24,26,28",4,90,165,239,8,0,240,255,4,0,4,0,0,48,0,0,55,228,243,255,252,255,251,255,128,0,109,11,223,12,0,0
20.238,hid,"16,17,18,19,20,22,24,26,28",4,90,165,239,8,0,240,255,4,0,4,0,0,48,0,0,46,214,4,0,249,255,247,255,135,0,133,11,192,12,0,0
20.254,hid,"17,18,20,22,24,26,28",4,90,165,239,8,0,240,255,4,0,4,0,0,48,0,0,46,208,20,0,245,255,244,255,121,0,125,11,198,12,0,0
20.269,hid,"16,17,18,20,22,24,26,28",4,90,165,239,8,0,240,255,4,0,4,0,0,48,0,0,44,203,24,0,248,255,245,255,135,0,148,11,195,12,0,0
20.301,hid,"17,18,20,22,24,26,28",4,90,165,239,8,0,240,255,4,0,4,0,0,48,0,0,44,193,17,0,240,255,238,255,116,0,179,11,165,12,0,0
20.302,hid,"18,20,24,26,28",4,90,165,239,8,0,240,255,4,0,4,0,0,48,0,0,44,193,15,0,241,255,238,255,117,0,184,11,166,12,0,0
20.332,hid,"17,18,19,20,24,26,28",4,90,165,239,8,0,240,255,4,0,4,0,0,48,0,0,44,185,252,255,237,255,238,255,120,0,179,11,149,12,0,0
20.348,hid,"16,18,20,22,24,26,28",4,90,165,239,8,0,240,255,4,0,4,0,0,48,0,0,46,185,242,255,243,255,239,255,119,0,209,11,142,12,0,0
20.379,hid,"16,18,20,22,24,26,28",4,90,165,239,8,0,240,255,4,0,4,0,0,48,0,0,52,185,237,255,255,255,243,255,123,0,169,11,182,12,0,0
20.394,hid,"16,18,20,21,22,24,26,28",4,90,165,239,8,0,240,255,4,0,4,0,0,48,0,0,54,185,239,255,3,0,247,255,121,0,183,11,175,12,0,0
20.41,hid,"16,17,18,20,22,24,26,28",4,90,165,239,8,0,240,255,4,0,4,0,0,48,0,0,57,187,232,255,9,0,251,255,120,0,170,11,162,12,0,0
