t,phase,rms,b0,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,b11,b12,b13,b14,b15,b16,b17,b18,b19,b20,b21,b22,b23,b24,b25,b26,b27,b28,b29,b30,b31
22.379,B,0.003893,4,90,165,239,4,0,244,255,200,255,252,255,0,48,0,0,86,85,255,255,3,0,2,0,107,255,161,9,5,14,0,0
22.411,B,0.004829,4,90,165,239,4,0,244,255,200,255,252,255,0,48,0,0,86,85,249,255,3,0,255,255,109,255,176,9,248,13,0,0
22.427,B,0.004267,4,90,165,239,4,0,244,255,200,255,252,255,0,48,0,0,86,85,249,255,3,0,254,255,105,255,168,9,4,14,0,0
22.443,B,0.003111,4,90,165,239,4,0,244,255,200,255,252,255,0,48,0,0,86,85,250,255,3,0,254,255,110,255,164,9,2,14,0,0
22.458,B,0.003086,4,90,165,239,4,0,244,255,200,255,252,255,0,48,0,0,86,85,0,0,1,0,254,255,100,255,147,9,10,14,0,0
22.489,B,0.003834,4,90,165,239,4,0,244,255,200,255,252,255,0,48,0,0,86,85,2,0,1,0,0,0,112,255,169,9,7,14,0,0
22.504,B,0.004699,4,90,165,239,4,0,244,255,200,255,252,255,0,48,0,0,86,85,4,0,0,0,1,0,98,255,165,9,6,14,0,0
22.519,B,0.003771,4,90,165,239,4,0,244,255,200,255,252,255,0,48,0,0,86,85,8,0,2,0,0,0,106,255,166,9,252,13,0,0
22.55,B,0.00347,4,90,165,239,4,0,244,255,200,255,252,255,0,48,0,0,86,85,1,0,0,0,255,255,101,255,183,9,3,14,0,0
22.566,B,0.003188,4,90,165,239,4,0,244,255,200,255,252,255,0,48,0,0,86,85,2,0,1,0,255,255,99,255,160,9,6,14,0,0
22.581,B,0.003376,4,90,165,239,4,0,244,255,200,255,252,255,0,48,0,0,86,85,3,0,3,0,255,255,102,255,162,9,6,14,0,0
22.612,B,0.003106,4,90,165,239,4,0,244,255,200,255,252,255,0,48,0,0,86,85,0,0,3,0,1,0,106,255,182,9,242,13,0,0
22.628,B,0.003391,4,90,165,239,4,0,244,255,200,255,252,255,0,48,0,0,86,85,253,255,2,0,0,0,111,255,173,9,246,13,0,0
22.642,B,0.003051,4,90,165,239,4,0,244,255,200,255,252,255,0,48,0,0,86,85,250,255,3,0,0,0,105,255,178,9,242,13,0,0
22.658,B,0.002865,4,90,165,239,4,0,244,255,200,255,252,255,0,48,0,0,86,85,248,255,6,0,255,255,113,255,180,9,1,14,0,0
22.69,B,0.003674,4,90,165,239,4,0,244,255,200,255,252,255,0,48,0,0,86,85,250,255,2,0,3,0,106,255,166,9,6,14,0,0
22.706,B,0.003596,4,90,165,239,4,0,244,255,200,255,252,255,0,48,0,0,86,85,251,255,6,0,2,0,98,255,174,9,249,13,0,0
22.721,B,0.003899,4,90,165,239,4,0,244,255,200,255,252,255,0,48,0,0,85,85,0,0,3,0,2,0,100,255,172,9,254,13,0,0
22.753,B,0.003548,4,90,165,239,4,0,244,255,200,255,252,255,0,48,0,0,85,85,254,255,1,0,254,255,108,255,175,9,246,13,0,0
22.753,B,0.004206,4,90,165,239,4,0,244,255,200,255,252,255,0,48,0,0,85,85,254,255,1,0,254,255,108,255,175,9,246,13,0,0
22.784,B,0.003511,4,90,165,239,4,0,244,255,200,255,252,255,0,48,0,0,85,85,248,255,254,255,252,255,107,255,170,9,245,13,0,0
22.799,B,0.003541,4,90,165,239,4,0,244,255,200,255,252,255,0,48,0,0,85,85,246,255,1,0,252,255,96,255,173,9,245,13,0,0
22.831,B,0.003031,4,90,165,239,4,0,244,255,200,255,252,255,0,48,0,0,85,85,245,255,255,255,252,255,108,255,160,9,4,14,0,0
22.846,B,0.003047,4,90,165,239,4,0,244,255,200,255,252,255,0,48,0,0,83,85,246,255,0,0,254,255,109,255,153,9,5,14,0,0
22.863,B,0.003772,4,90,165,239,4,0,244,255,200,255,252,255,0,48,0,0,83,85,252,255,1,0,253,255,105,255,167,9,14,14,0,0
22.878,B,0.003668,4,90,165,239,4,0,244,255,0,0,36,0,0,48,0,0,83,85,1,0,2,0,0,0,99,255,150,9,16,14,0,0
22.909,B,0.003422,4,90,165,239,4,0,244,255,0,0,36,0,0,48,0,0,83,85,11,0,254,255,1,0,100,255,166,9,3,14,0,0
22.925,B,0.003135,4,90,165,239,4,0,244,255,0,0,36,0,0,48,0,0,83,85,4,0,0,0,0,0,101,255,176,9,241,13,0,0
22.94,B,0.003848,4,90,165,239,4,0,244,255,0,0,36,0,0,48,0,0,83,85,246,255,1,0,2,0,110,255,181,9,234,13,0,0
22.972,B,0.00398,4,90,165,239,4,0,244,255,0,0,36,0,0,48,0,0,83,85,242,255,3,0,3,0,111,255,174,9,10,14,0,0
22.987,B,0.004081,4,90,165,239,4,0,244,255,0,0,36,0,0,48,0,0,83,85,248,255,2,0,0,0,113,255,166,9,10,14,0,0
23.003,B,0.00339,4,90,165,239,4,0,244,255,0,0,36,0,0,48,0,0,83,85,251,255,1,0,253,255,111,255,169,9,2,14,0,0
23.019,B,0.003227,4,90,165,239,4,0,244,255,0,0,36,0,0,48,0,0,83,85,244,255,1,0,250,255,112,255,169,9,246,13,0,0
23.05,B,0.003515,4,90,165,239,4,0,244,255,0,0,36,0,0,48,0,0,83,85,254,255,253,255,244,255,112,255,151,9,12,14,0,0
23.066,B,0.003466,4,90,165,239,4,0,244,255,0,0,36,0,0,48,0,0,83,85,0,0,252,255,248,255,98,255,152,9,11,14,0,0
23.08,B,0.003395,4,90,165,239,4,0,244,255,0,0,36,0,0,48,0,0,83,85,3,0,254,255,251,255,102,255,151,9,18,14,0,0
23.111,B,0.003582,4,90,165,239,4,0,244,255,0,0,36,0,0,48,0,0,83,85,8,0,0,0,255,255,99,255,164,9,248,13,0,0
23.126,B,0.003614,4,90,165,239,4,0,244,255,0,0,36,0,0,48,0,0,83,85,3,0,2,0,1,0,99,255,174,9,241,13,0,0
23.142,B,0.003568,4,90,165,239,4,0,244,255,0,0,36,0,0,48,0,0,83,85,0,0,3,0,1,0,107,255,173,9,252,13,0,0
23.173,B,0.00404,4,90,165,239,4,0,244,255,224,255,252,255,0,48,0,0,83,85,0,0,2,0,0,0,110,255,170,9,255,13,0,0
23.173,B,0.004099,4,90,165,239,4,0,244,255,224,255,252,255,0,48,0,0,83,85,0,0,2,0,0,0,110,255,170,9,255,13,0,0
23.204,B,0.003894,4,90,165,239,4,0,244,255,224,255,252,255,0,48,0,0,83,85,253,255,1,0,254,255,103,255,173,9,6,14,0,0
23.22,B,0.004525,4,90,165,239,4,0,244,255,224,255,252,255,0,48,0,0,83,85,251,255,1,0,252,255,108,255,157,9,249,13,0,0
23.251,B,0.003839,4,90,165,239,4,0,244,255,224,255,252,255,0,48,0,0,83,85,248,255,2,0,252,255,95,255,150,9,254,13,0,0
23.267,B,0.003113,4,90,165,239,4,0,244,255,224,255,252,255,0,48,0,0,83,85,249,255,5,0,0,0,106,255,150,9,2,14,0,0
23.283,B,0.004841,4,90,165,239,4,0,244,255,224,255,252,255,0,48,0,0,83,85,251,255,4,0,1,0,103,255,154,9,8,14,0,0
23.299,B,0.004213,4,90,165,239,4,0,244,255,224,255,252,255,0,48,0,0,83,85,249,255,3,0,2,0,109,255,170,9,255,13,0,0
23.331,B,0.004274,4,90,165,239,4,0,244,255,224,255,252,255,0,48,0,0,83,85,252,255,3,0,1,0,100,255,155,9,5,14,0,0
23.346,B,0.003844,4,90,165,239,4,0,244,255,224,255,252,255,0,48,0,0,83,85,250,255,1,0,253,255,109,255,171,9,2,14,0,0
23.361,B,0.003444,4,90,165,239,4,0,244,255,224,255,252,255,0,48,0,0,83,85,246,255,2,0,254,255,106,255,174,9,251,13,0,0
23.393,B,0.003628,4,90,165,239,4,0,244,255,224,255,252,255,0,48,0,0,83,85,249,255,255,255,252,255,112,255,156,9,5,14,0,0
23.394,B,0.003645,4,90,165,239,4,0,244,255,224,255,252,255,0,48,0,0,83,85,250,255,255,255,252,255,113,255,155,9,6,14,0,0
23.425,B,0.003866,4,90,165,239,4,0,244,255,224,255,252,255,0,48,0,0,83,85,255,255,254,255,245,255,108,255,166,9,241,13,0,0
23.44,B,0.003881,4,90,165,239,4,0,244,255,224,255,252,255,0,48,0,0,83,85,251,255,250,255,243,255,104,255,172,9,252,13,0,0
23.471,B,0.004374,4,90,165,239,4,0,244,255,224,255,252,255,0,48,0,0,78,85,249,255,252,255,244,255,105,255,154,9,13,14,0,0
23.487,B,0.003785,4,90,165,239,4,0,244,255,224,255,252,255,0,48,0,0,76,85,252,255,255,255,248,255,100,255,145,9,5,14,0,0
23.503,B,0.003482,4,90,165,239,4,0,244,255,224,255,252,255,0,48,0,0,76,85,253,255,255,255,248,255,96,255,153,9,7,14,0,0
23.518,B,0.003334,4,90,165,239,4,0,244,255,224,255,252,255,0,48,0,0,74,85,255,255,0,0,250,255,100,255,161,9,6,14,0,0
23.55,B,0.003831,4,90,165,239,4,0,244,255,224,255,252,255,0,48,0,0,74,85,249,255,254,255,246,255,105,255,170,9,251,13,0,0
23.565,B,0.003297,4,90,165,239,4,0,244,255,224,255,252,255,0,48,0,0,72,85,247,255,252,255,246,255,108,255,170,9,6,14,0,0
23.581,B,0.003315,4,90,165,239,4,0,244,255,224,255,252,255,0,48,0,0,72,85,248,255,253,255,247,255,103,255,157,9,14,14,0,0
23.612,B,0.003646,4,90,165,239,4,0,244,255,224,255,252,255,0,48,0,0,72,85,3,0,254,255,255,255,96,255,133,9,27,14,0,0
23.613,B,0.003021,4,90,165,239,4,0,244,255,224,255,252,255,0,48,0,0,72,85,3,0,254,255,255,255,96,255,133,9,27,14,0,0
23.643,B,0.003131,4,90,165,239,4,0,244,255,224,255,252,255,0,48,0,0,72,85,1,0,2,0,255,255,96,255,163,9,3,14,0,0
23.659,B,0.003113,4,90,165,239,4,0,244,255,224,255,252,255,0,48,0,0,68,85,0,0,3,0,1,0,94,255,151,9,9,14,0,0
23.69,B,0.003575,4,90,165,239,4,0,244,255,224,255,252,255,0,48,0,0,65,85,252,255,2,0,4,0,100,255,168,9,250,13,0,0
23.705,B,0.00304,4,90,165,239,4,0,244,255,224,255,252,255,0,48,0,0,65,85,253,255,2,0,1,0,100,255,158,9,5,14,0,0
23.72,B,0.003196,4,90,165,239,4,0,244,255,224,255,252,255,0,48,0,0,65,85,252,255,2,0,1,0,97,255,157,9,4,14,0,0
23.751,B,0.002896,4,90,165,239,4,0,244,255,224,255,252,255,0,48,0,0,65,85,253,255,4,0,2,0,109,255,149,9,18,14,0,0
23.767,B,0.002812,4,90,165,239,4,0,244,255,224,255,252,255,0,48,0,0,64,85,1,0,3,0,1,0,104,255,146,9,11,14,0,0
23.782,B,0.002923,4,90,165,239,4,0,244,255,224,255,252,255,0,48,0,0,64,85,2,0,2,0,1,0,99,255,150,9,4,14,0,0
23.798,B,0.002973,4,90,165,239,4,0,244,255,224,255,252,255,0,48,0,0,64,85,5,0,3,0,0,0,110,255,155,9,6,14,0,0
23.829,B,0.003323,4,90,165,239,4,0,244,255,224,255,252,255,0,48,0,0,64,85,249,255,1,0,250,255,102,255,171,9,251,13,0,0
23.845,B,0.003124,4,90,165,239,4,0,244,255,224,255,252,255,0,48,0,0,66,85,252,255,2,0,253,255,110,255,157,9,0,14,0,0
23.861,B,0.00292,4,90,165,239,4,0,244,255,224,255,252,255,0,48,0,0,66,85,252,255,3,0,252,255,100,255,159,9,9,14,0,0
23.892,B,0.003381,4,90,165,239,4,0,244,255,224,255,252,255,0,48,0,0,66,85,3,0,3,0,0,0,99,255,150,9,15,14,0,0
23.893,B,0.002447,4,90,165,239,4,0,244,255,224,255,252,255,0,48,0,0,66,85,3,0,3,0,0,0,99,255,150,9,15,14,0,0
23.924,B,0.0028,4,90,165,239,4,0,244,255,224,255,252,255,0,48,0,0,66,85,2,0,1,0,255,255,105,255,167,9,251,13,0,0
23.939,B,0.002805,4,90,165,239,4,0,244,255,224,255,252,255,0,48,0,0,66,85,1,0,255,255,253,255,109,255,169,9,8,14,0,0
23.971,B,0.003471,4,90,165,239,4,0,244,255,224,255,252,255,0,48,0,0,66,85,2,0,254,255,251,255,115,255,159,9,7,14,0,0
23.986,B,0.003008,4,90,165,239,4,0,244,255,224,255,252,255,0,48,0,0,64,85,2,0,255,255,253,255,99,255,160,9,8,14,0,0
24.002,B,0.002447,4,90,165,239,4,0,244,255,224,255,252,255,0,48,0,0,64,85,5,0,254,255,251,255,102,255,159,9,6,14,0,0
24.237,C,0.002425,4,90,165,239,4,0,244,255,224,255,252,255,0,48,0,0,64,85,246,255,3,0,3,0,115,255,156,9,6,14,0,0
24.237,C,0.003069,4,90,165,239,4,0,244,255,224,255,252,255,0,48,0,0,64,85,246,255,3,0,3,0,115,255,156,9,6,14,0,0
24.265,C,0.002662,4,90,165,239,4,0,244,255,224,255,252,255,0,48,0,0,64,85,252,255,3,0,2,0,116,255,156,9,6,14,0,0
24.281,C,0.002761,4,90,165,239,4,0,244,255,224,255,252,255,0,48,0,0,64,85,248,255,5,0,1,0,107,255,165,9,248,13,0,0
24.312,C,0.002852,4,90,165,239,4,0,244,255,224,255,252,255,0,48,0,0,64,85,252,255,2,0,1,0,105,255,150,9,7,14,0,0
24.327,C,0.002396,4,90,165,239,4,0,244,255,224,255,252,255,0,48,0,0,64,85,254,255,0,0,254,255,113,255,165,9,254,13,0,0
24.342,C,0.002867,4,90,165,239,4,0,244,255,224,255,252,255,0,48,0,0,64,85,251,255,255,255,252,255,107,255,167,9,253,13,0,0
24.374,C,0.003074,4,90,165,239,4,0,244,255,224,255,252,255,0,48,0,0,64,85,242,255,0,0,255,255,100,255,152,9,2,14,0,0
24.374,C,0.003545,4,90,165,239,4,0,244,255,224,255,252,255,0,48,0,0,64,85,242,255,0,0,255,255,100,255,152,9,2,14,0,0
24.405,C,0.002643,4,90,165,239,4,0,244,255,224,255,252,255,0,48,0,0,64,85,248,255,2,0,255,255,101,255,139,9,11,14,0,0
24.42,C,0.002857,4,90,165,239,4,0,244,255,224,255,252,255,0,48,0,0,64,85,252,255,3,0,1,0,113,255,143,9,17,14,0,0
24.45,C,0.003407,4,90,165,239,4,0,244,255,224,255,252,255,0,48,0,0,64,85,248,255,1,0,254,255,110,255,166,9,7,14,0,0
24.466,C,0.003287,4,90,165,239,4,0,244,255,224,255,252,255,0,48,0,0,64,85,246,255,3,0,252,255,109,255,164,9,10,14,0,0
24.481,C,0.002431,4,90,165,239,4,0,244,255,224,255,252,255,0,48,0,0,64,85,244,255,2,0,254,255,96,255,147,9,252,13,0,0
24.511,C,0.002964,4,90,165,239,4,0,244,255,224,255,252,255,0,48,0,0,64,85,254,255,2,0,0,0,106,255,146,9,22,14,0,0
24.528,C,0.003036,4,90,165,239,4,0,244,255,224,255,252,255,0,48,0,0,64,85,254,255,0,0,253,255,107,255,158,9,1,14,0,0
24.543,C,0.002806,4,90,165,239,4,0,244,255,224,255,252,255,0,48,0,0,64,85,250,255,2,0,251,255,104,255,154,9,247,13,0,0
24.558,C,0.002297,4,90,165,239,4,0,244,255,224,255,252,255,0,48,0,0,64,85,253,255,3,0,0,0,109,255,151,9,19,14,0,0
24.591,C,0.00277,4,90,165,239,4,0,244,255,224,255,252,255,0,48,0,0,64,85,253,255,3,0,0,0,113,255,144,9,5,14,0,0
24.608,C,0.003051,4,90,165,239,4,0,244,255,224,255,252,255,0,48,0,0,64,85,0,0,2,0,255,255,104,255,152,9,9,14,0,0
24.622,C,0.002585,4,90,165,239,4,0,244,255,224,255,252,255,0,48,0,0,64,85,255,255,2,0,255,255,101,255,157,9,10,14,0,0
24.653,C,0.002774,4,90,165,239,4,0,244,255,224,255,252,255,0,48,0,0,64,85,0,0,2,0,1,0,101,255,146,9,17,14,0,0
24.653,C,0.002612,4,90,165,239,4,0,244,255,224,255,252,255,0,48,0,0,64,85,0,0,2,0,1,0,101,255,146,9,17,14,0,0
24.684,C,0.002909,4,90,165,239,4,0,244,255,224,255,252,255,0,48,0,0,63,85,2,0,2,0,3,0,115,255,148,9,11,14,0,0
24.699,C,0.00317,4,90,165,239,4,0,244,255,224,255,252,255,0,48,0,0,63,85,0,0,1,0,0,0,119,255,156,9,3,14,0,0
24.729,C,0.002621,4,90,165,239,4,0,244,255,224,255,252,255,0,48,0,0,63,81,252,255,0,0,255,255,116,255,156,9,10,14,0,0
24.745,C,0.003231,4,90,165,239,4,0,244,255,224,255,252,255,0,48,0,0,63,79,247,255,3,0,0,0,106,255,162,9,247,13,0,0
24.76,C,0.003005,4,90,165,239,4,0,244,255,224,255,252,255,0,48,0,0,63,75,242,255,0,0,0,0,104,255,150,9,254,13,0,0
24.79,C,0.002988,4,90,165,239,4,0,244,255,224,255,252,255,0,48,0,0,63,75,249,255,0,0,254,255,102,255,151,9,4,14,0,0
24.805,C,0.002754,4,90,165,239,4,0,244,255,224,255,252,255,0,48,0,0,63,74,246,255,2,0,254,255,106,255,156,9,8,14,0,0
24.821,C,0.002865,4,90,165,239,4,0,244,255,224,255,252,255,0,48,0,0,61,74,250,255,2,0,253,255,103,255,138,9,32,14,0,0
24.852,C,0.002498,4,90,165,239,4,0,244,255,224,255,252,255,0,48,0,0,61,74,249,255,4,0,1,0,106,255,143,9,8,14,0,0
24.852,C,0.002928,4,90,165,239,4,0,244,255,224,255,252,255,0,48,0,0,61,74,249,255,4,0,1,0,106,255,143,9,8,14,0,0
24.885,C,0.003277,4,90,165,239,4,0,244,255,224,255,252,255,0,48,0,0,61,74,0,0,255,255,254,255,100,255,140,9,16,14,0,0
24.9,C,0.003107,4,90,165,239,4,0,244,255,224,255,252,255,0,48,0,0,61,74,253,255,3,0,0,0,98,255,142,9,7,14,0,0
24.931,C,0.003327,4,90,165,239,4,0,244,255,224,255,252,255,0,48,0,0,61,74,248,255,3,0,1,0,116,255,157,9,5,14,0,0
24.947,C,0.003358,4,90,165,239,4,0,244,255,224,255,252,255,0,48,0,0,61,74,247,255,3,0,255,255,103,255,141,9,4,14,0,0
24.963,C,0.003508,4,90,165,239,4,0,244,255,224,255,252,255,0,48,0,0,59,74,248,255,254,255,253,255,114,255,154,9,14,14,0,0
24.979,C,0.003308,4,90,165,239,4,0,244,255,224,255,252,255,0,48,0,0,59,70,246,255,3,0,252,255,112,255,155,9,11,14,0,0
25.011,C,0.003462,4,90,165,239,4,0,244,255,224,255,252,255,0,48,0,0,59,66,253,255,4,0,0,0,98,255,124,9,34,14,0,0
25.027,C,0.00302,4,90,165,239,4,0,244,255,224,255,252,255,0,48,0,0,57,66,2,0,3,0,254,255,101,255,130,9,21,14,0,0
25.042,C,0.003023,4,90,165,239,4,0,244,255,224,255,252,255,0,48,0,0,55,65,0,0,0,0,255,255,94,255,146,9,4,14,0,0
25.074,C,0.002692,4,90,165,239,4,0,244,255,224,255,252,255,0,48,0,0,51,65,254,255,255,255,246,255,107,255,156,9,0,14,0,0
25.074,C,0.002912,4,90,165,239,4,0,244,255,224,255,252,255,0,48,0,0,51,65,251,255,254,255,246,255,103,255,146,9,3,14,0,0
25.105,C,0.003337,4,90,165,239,4,0,244,255,224,255,252,255,0,48,0,0,51,56,246,255,255,255,246,255,108,255,146,9,11,14,0,0
25.121,C,0.003455,4,90,165,239,4,0,244,255,224,255,252,255,0,48,0,0,45,46,241,255,254,255,249,255,107,255,142,9,6,14,0,0
25.153,C,0.002941,4,90,165,239,4,0,244,255,224,255,252,255,0,48,0,0,42,32,248,255,1,0,253,255,101,255,115,9,25,14,0,0
25.153,C,0.00317,4,90,165,239,4,0,244,255,224,255,252,255,0,48,0,0,42,29,248,255,1,0,253,255,101,255,115,9,25,14,0,0
25.184,C,0.003242,4,90,165,239,4,0,244,255,224,255,252,255,0,48,0,0,38,23,12,0,1,0,252,255,97,255,143,9,28,14,0,0
25.199,C,0.002725,4,90,165,239,4,0,244,255,224,255,252,255,0,48,0,0,36,23,13,0,1,0,252,255,92,255,141,9,4,14,0,0
25.229,C,0.002697,4,90,165,239,4,0,244,255,224,255,252,255,0,48,0,0,19,23,0,0,3,0,247,255,127,255,156,9,24,14,0,0
25.245,C,0.003183,4,90,165,239,4,0,244,255,224,255,252,255,0,48,0,0,17,23,4,0,1,0,250,255,101,255,128,9,33,14,0,0
25.26,C,0.004383,4,90,165,239,4,0,244,255,224,255,252,255,0,48,0,0,17,23,11,0,0,0,241,255,133,255,149,9,17,14,0,0
25.29,C,0.003059,4,90,165,239,4,0,244,255,224,255,252,255,0,48,0,0,15,23,8,0,255,255,243,255,91,255,139,9,34,14,0,0
25.306,C,0.003338,4,90,165,239,4,0,244,255,224,255,252,255,0,48,0,0,15,23,23,0,0,0,233,255,108,255,130,9,51,14,0,0
25.321,C,0.003457,4,90,165,239,4,0,244,255,224,255,252,255,0,48,0,0,1,23,32,0,253,255,230,255,115,255,135,9,20,14,0,0
25.352,C,0.002949,4,90,165,239,4,0,244,255,224,255,252,255,0,32,0,0,0,14,27,0,254,255,233,255,126,255,163,9,52,14,0,0
25.368,C,0.002695,4,90,165,239,4,0,244,255,224,255,252,255,0,32,0,0,0,13,49,0,244,255,220,255,80,255,152,9,223,13,0,0
25.384,C,0.002498,4,90,165,239,4,0,244,255,224,255,252,255,0,32,0,0,0,3,32,0,249,255,226,255,107,255,161,9,9,14,0,0
25.4,C,0.002687,4,90,165,239,4,0,244,255,224,255,252,255,0,0,0,0,0,0,25,0,250,255,231,255,88,255,160,9,247,13,0,0
25.431,C,0.002925,4,90,165,239,4,0,244,255,224,255,252,255,0,0,0,0,0,0,16,0,251,255,231,255,111,255,161,9,253,13,0,0
25.448,C,0.002754,4,90,165,239,4,0,244,255,224,255,252,255,0,0,0,0,0,0,251,255,253,255,240,255,86,255,162,9,228,13,0,0
25.462,C,0.003083,4,90,165,239,4,0,244,255,224,255,252,255,0,0,0,0,0,0,6,0,249,255,236,255,83,255,160,9,31,14,0,0
25.494,C,0.003504,4,90,165,239,4,0,244,255,224,255,252,255,0,0,0,0,0,0,22,0,251,255,240,255,119,255,171,9,246,13,0,0
25.494,C,0.00418,4,90,165,239,4,0,244,255,224,255,252,255,0,0,0,0,0,0,22,0,251,255,240,255,119,255,171,9,246,13,0,0
25.525,C,0.004258,4,90,165,239,4,0,244,255,224,255,252,255,0,0,0,0,0,0,244,255,3,0,246,255,88,255,179,9,220,13,0,0
25.541,C,0.003594,4,90,165,239,4,0,244,255,224,255,252,255,0,0,0,0,0,0,246,255,5,0,1,0,77,255,145,9,17,14,0,0
25.573,C,0.003261,4,90,165,239,4,0,244,255,224,255,252,255,0,0,0,0,0,0,31,0,251,255,250,255,112,255,155,9,39,14,0,0
25.573,C,0.00415,4,90,165,239,4,0,244,255,224,255,252,255,0,0,0,0,0,0,31,0,251,255,250,255,112,255,155,9,39,14,0,0
25.603,C,0.004312,4,90,165,239,240,254,28,0,224,255,252,255,0,0,0,0,0,0,154,0,239,255,238,255,127,255,128,9,82,14,0,0
25.619,C,0.00829,4,90,165,239,164,254,36,0,224,255,252,255,0,0,0,0,0,0,99,0,248,255,248,255,94,255,233,9,138,13,0,0
25.65,C,0.010604,4,90,165,239,60,254,76,0,224,255,252,255,0,0,0,0,0,0,42,0,252,255,3,0,85,255,195,9,234,13,0,0
25.666,C,0.012136,4,90,165,239,60,254,76,0,224,255,252,255,0,0,0,0,0,0,42,0,1,0,249,255,147,255,223,9,225,13,0,0
25.682,C,0.010289,4,90,165,239,60,254,76,0,224,255,252,255,0,0,0,0,0,0,22,0,0,0,249,255,88,255,232,9,192,13,0,0
25.712,C,0.007641,4,90,165,239,60,254,76,0,224,255,252,255,0,0,0,0,0,0,249,255,3,0,252,255,106,255,210,9,221,13,0,0
25.712,C,0.007101,4,90,165,239,60,254,76,0,224,255,252,255,0,0,0,0,0,0,249,255,3,0,252,255,106,255,210,9,221,13,0,0
25.743,C,0.00605,4,90,165,239,100,254,44,0,224,255,252,255,0,0,0,0,0,0,236,255,1,0,250,255,99,255,193,9,224,13,0,0
25.759,C,0.005304,4,90,165,239,100,254,44,0,224,255,252,255,0,0,0,0,0,0,229,255,2,0,249,255,116,255,213,9,210,13,0,0
25.79,C,0.007474,4,90,165,239,224,254,244,255,224,255,252,255,0,0,0,0,0,0,205,255,3,0,251,255,93,255,206,9,235,13,0,0
25.806,C,0.009494,4,90,165,239,48,255,240,255,224,255,252,255,0,0,0,0,0,0,211,255,3,0,253,255,97,255,183,9,254,13,0,0
25.821,C,0.008162,4,90,165,239,48,255,240,255,224,255,252,255,0,0,0,0,0,0,215,255,1,0,253,255,94,255,182,9,6,14,0,0
25.852,C,0.00485,4,90,165,239,192,255,212,255,224,255,252,255,0,0,0,0,0,0,205,255,2,0,247,255,118,255,217,9,209,13,0,0
25.868,C,0.005794,4,90,165,239,192,255,212,255,224,255,252,255,0,0,0,0,0,0,194,255,1,0,246,255,112,255,194,9,231,13,0,0
25.883,C,0.003605,4,90,165,239,244,255,212,255,224,255,252,255,0,0,0,0,0,0,191,255,0,0,249,255,92,255,182,9,239,13,0,0
25.898,C,0.003519,4,90,165,239,244,255,212,255,224,255,252,255,0,0,0,0,0,0,197,255,248,255,242,255,107,255,191,9,2,14,0,0
25.93,C,0.002933,4,90,165,239,244,255,212,255,224,255,252,255,0,0,0,0,0,0,210,255,232,255,230,255,104,255,166,9,232,13,0,0
25.946,C,0.002447,4,90,165,239,244,255,212,255,224,255,252,255,0,0,0,0,0,0,194,255,228,255,233,255,112,255,179,9,218,13,0,0
25.961,C,0.002924,4,90,165,239,244,255,212,255,224,255,252,255,0,0,0,0,0,0,165,255,238,255,244,255,110,255,173,9,227,13,0,0
25.993,C,0.002273,4,90,165,239,244,255,212,255,224,255,252,255,0,0,0,0,0,0,175,255,131,255,229,255,1,255,175,9,166,13,0,0
25.993,C,0.002402,4,90,165,239,212,255,0,0,224,255,252,255,0,0,0,0,0,0,175,255,131,255,229,255,1,255,175,9,166,13,0,0
26.023,C,0.002348,4,90,165,239,212,255,0,0,224,255,252,255,0,0,0,0,0,0,219,255,103,255,214,255,67,255,11,9,21,14,0,0
26.039,C,0.002546,4,90,165,239,212,255,0,0,224,255,252,255,0,0,0,0,0,0,60,0,146,254,13,0,37,254,146,8,82,13,0,0
26.07,C,0.001889,4,90,165,239,212,255,0,0,224,255,252,255,0,0,0,0,0,0,223,255,3,255,55,0,165,255,153,9,207,13,0,0
26.085,C,0.001707,4,90,165,239,212,255,0,0,224,255,252,255,0,0,0,0,0,0,217,255,255,254,56,0,142,255,126,9,228,13,0,0
26.101,C,0.001856,4,90,165,239,212,255,0,0,224,255,252,255,0,0,0,0,0,0,158,255,96,255,57,0,86,0,244,9,111,14,0,0
26.132,C,0.001992,4,90,165,239,212,255,0,0,224,255,252,255,0,0,0,0,0,0,141,255,145,255,36,0,170,255,100,9,0,14,0,0
26.148,C,0.002157,4,90,165,239,212,255,0,0,224,255,252,255,0,0,0,0,0,0,131,255,135,255,38,0,198,255,129,9,2,14,0,0
26.164,C,0.001887,4,90,165,239,212,255,0,0,224,255,252,255,0,0,0,0,0,0,112,255,170,255,40,0,50,0,119,9,77,14,0,0
26.179,C,0.001682,4,90,165,239,212,255,0,0,224,255,252,255,0,0,0,0,0,0,99,255,220,255,30,0,68,0,154,9,108,14,0,0
26.211,C,0.001664,4,90,165,239,212,255,0,0,224,255,252,255,0,0,0,0,0,0,133,255,229,255,9,0,191,255,45,9,31,14,0,0
26.226,C,0.002451,4,90,165,239,212,255,0,0,224,255,252,255,0,0,0,0,0,0,169,255,144,255,254,255,127,255,20,9,224,13,0,0
26.242,C,0.002496,4,90,165,239,212,255,0,0,224,255,252,255,0,0,0,0,0,0,174,255,103,255,1,0,173,255,37,9,248,13,0,0
26.273,C,0.001581,4,90,165,239,212,255,0,0,224,255,252,255,32,0,0,0,0,0,78,255,15,0,2,0,68,0,128,9,23,14,0,0
